SID,Season_Year,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,TRACK_TYPE,DIST2LAND,LANDFALL,Haversine Distance,NATURE_DS,NATURE_MX,NATURE_NR,NATURE_TS,Day_of_the_Week,Month,Hour_of_the_Week
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-20 21:00:00,22.8,87.1,34.68862275449102,,main,0.0,0.0,59.269826723537626,0.0,0.0,0.0,1.0,6.0,5.0,165.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-21 00:00:00,23.3,87.2,34.68862275449102,,main,0.0,0.0,56.5311032869805,0.0,0.0,0.0,1.0,0.0,5.0,0.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-21 03:00:00,23.6,87.3,34.68862275449102,,main,0.0,0.0,34.883381230475806,0.0,0.0,0.0,1.0,0.0,5.0,3.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-21 06:00:00,23.8,87.4,34.68862275449102,,main,0.0,0.0,24.45893260238535,0.0,0.0,0.0,1.0,0.0,5.0,6.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-21 09:00:00,24.0,87.4,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,0.0,5.0,9.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-21 12:00:00,24.2,87.4,34.68862275449102,,main,0.0,0.0,22.238985328911426,0.0,0.0,0.0,1.0,0.0,5.0,12.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-21 15:00:00,24.4,87.4,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,0.0,5.0,15.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-21 18:00:00,24.6,87.4,34.68862275449102,,main,0.0,0.0,22.238985328912133,0.0,0.0,0.0,1.0,0.0,5.0,18.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-21 21:00:00,24.8,87.4,34.68862275449102,,main,0.0,0.0,22.238985328911426,0.0,0.0,0.0,1.0,0.0,5.0,21.0
1877135N10083,1877,1877,14.0,NI,0,UNNAMED,1877-05-22 00:00:00,25.0,87.4,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,1.0,5.0,24.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-11 03:00:00,20.8,89.6,34.68862275449102,,main,102.0,98.0,10.394787084860171,0.0,0.0,0.0,1.0,2.0,7.0,51.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-11 06:00:00,20.8,89.5,34.68862275449102,,main,98.0,91.0,10.39478708485885,0.0,0.0,0.0,1.0,2.0,7.0,54.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-11 09:00:00,20.8,89.3,34.68862275449102,,main,91.0,90.0,20.789573171492076,0.0,0.0,0.0,1.0,2.0,7.0,57.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-11 12:00:00,20.8,89.2,34.68862275449102,,main,90.0,89.0,10.394787084860171,0.0,0.0,0.0,1.0,2.0,7.0,60.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-11 15:00:00,20.8,89.0,34.68862275449102,,main,89.0,89.0,20.789573171492076,0.0,0.0,0.0,1.0,2.0,7.0,63.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-11 18:00:00,20.8,88.9,34.68862275449102,,main,89.0,89.0,10.39478708485885,0.0,0.0,0.0,1.0,2.0,7.0,66.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-11 21:00:00,20.8,88.8,34.68862275449102,,main,90.0,78.0,10.394787084860171,0.0,0.0,0.0,1.0,2.0,7.0,69.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-12 00:00:00,20.9,88.6,34.68862275449102,,main,78.0,78.0,23.570372989437,0.0,0.0,0.0,1.0,3.0,7.0,72.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-12 03:00:00,20.9,88.3,34.68862275449102,,main,78.0,67.0,31.163634867570245,0.0,0.0,0.0,1.0,3.0,7.0,75.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-12 06:00:00,21.0,87.7,34.68862275449102,,main,73.0,45.0,63.2908782138768,0.0,0.0,0.0,1.0,3.0,7.0,78.0
1877192N21090,1877,1877,15.0,NI,0,UNNAMED,1877-07-12 09:00:00,21.1,87.2,34.68862275449102,,main,38.0,0.0,53.06535086250542,0.0,0.0,0.0,1.0,3.0,7.0,81.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-06 03:00:00,20.8,89.5,34.68862275449102,,main,98.0,78.0,22.238985328911777,0.0,0.0,0.0,1.0,0.0,8.0,3.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-06 06:00:00,21.1,89.5,34.68862275449102,,main,67.0,45.0,33.358477993367664,0.0,0.0,0.0,1.0,0.0,8.0,6.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-06 09:00:00,21.3,89.5,34.68862275449102,,main,45.0,24.0,22.238985328911777,0.0,0.0,0.0,1.0,0.0,8.0,9.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-06 12:00:00,21.6,89.5,34.68862275449102,,main,15.0,0.0,33.358477993367664,0.0,0.0,0.0,1.0,0.0,8.0,12.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-06 15:00:00,21.8,89.5,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,0.0,8.0,15.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-06 18:00:00,22.2,89.6,34.68862275449102,,main,0.0,0.0,45.65721731631737,0.0,0.0,0.0,1.0,0.0,8.0,18.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-06 21:00:00,22.5,89.6,34.68862275449102,,main,0.0,0.0,33.358477993367664,0.0,0.0,0.0,1.0,0.0,8.0,21.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-07 00:00:00,22.8,89.6,34.68862275449102,,main,0.0,0.0,33.358477993367664,0.0,0.0,0.0,1.0,1.0,8.0,24.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-07 03:00:00,23.0,89.6,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,1.0,8.0,27.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-07 06:00:00,23.2,89.6,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,1.0,8.0,30.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-07 09:00:00,23.4,89.6,34.68862275449102,,main,0.0,0.0,22.238985328911426,0.0,0.0,0.0,1.0,1.0,8.0,33.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-07 12:00:00,23.5,89.6,34.68862275449102,,main,0.0,0.0,11.119492664456242,0.0,0.0,0.0,1.0,1.0,8.0,36.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-07 15:00:00,23.7,89.6,34.68862275449102,,main,0.0,0.0,22.238985328911426,0.0,0.0,0.0,1.0,1.0,8.0,39.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-07 18:00:00,23.9,89.6,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,1.0,8.0,42.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-07 21:00:00,24.1,89.6,34.68862275449102,,main,0.0,0.0,22.238985328912133,0.0,0.0,0.0,1.0,1.0,8.0,45.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-08 00:00:00,24.3,89.6,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,2.0,8.0,48.0
1877218N21090,1877,1877,18.0,NI,0,UNNAMED,1877-08-08 03:00:00,24.4,89.6,34.68862275449102,,main,0.0,34.57637819525716,11.119492664455535,0.0,0.0,0.0,1.0,2.0,8.0,51.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-08 03:00:00,22.4,91.7,34.68862275449102,,main,10.0,0.0,11.119492664455889,0.0,0.0,0.0,1.0,2.0,8.0,51.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-08 06:00:00,22.6,91.6,34.68862275449102,,main,0.0,0.0,24.497108075349097,0.0,0.0,0.0,1.0,2.0,8.0,54.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-08 09:00:00,22.8,91.5,34.68862275449102,,main,0.0,0.0,24.490856583246337,0.0,0.0,0.0,1.0,2.0,8.0,57.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-08 12:00:00,23.0,91.4,34.68862275449102,,main,0.0,0.0,24.48456029109865,0.0,0.0,0.0,1.0,2.0,8.0,60.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-08 15:00:00,23.2,91.3,34.68862275449102,,main,0.0,0.0,24.478219471327463,0.0,0.0,0.0,1.0,2.0,8.0,63.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-08 18:00:00,23.4,91.3,34.68862275449102,,main,0.0,0.0,22.238985328911426,0.0,0.0,0.0,1.0,2.0,8.0,66.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-08 21:00:00,23.6,91.2,34.68862275449102,,main,0.0,0.0,24.46540534923864,0.0,0.0,0.0,1.0,2.0,8.0,69.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-09 00:00:00,23.8,91.1,34.68862275449102,,main,0.0,0.0,24.45893260238535,0.0,0.0,0.0,1.0,3.0,8.0,72.0
1877220N22092,1877,1877,19.0,NI,0,UNNAMED,1877-08-09 03:00:00,23.9,91.0,34.68862275449102,,main,0.0,34.57637819525716,15.068885567422043,0.0,0.0,0.0,1.0,3.0,8.0,75.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-14 03:00:00,20.9,88.9,34.68862275449102,,main,78.0,67.0,15.219164529257524,0.0,0.0,0.0,1.0,1.0,8.0,27.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-14 06:00:00,21.1,88.8,34.68862275449102,,main,56.0,45.0,24.542539335922424,0.0,0.0,0.0,1.0,1.0,8.0,30.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-14 09:00:00,21.2,88.8,34.68862275449102,,main,45.0,30.0,11.119492664455889,0.0,0.0,0.0,1.0,1.0,8.0,33.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-14 12:00:00,21.4,88.7,34.68862275449102,,main,30.0,11.0,24.53366124162971,0.0,0.0,0.0,1.0,1.0,8.0,36.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-14 15:00:00,21.6,88.7,34.68862275449102,,main,11.0,10.0,22.238985328912133,0.0,0.0,0.0,1.0,1.0,8.0,39.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-14 18:00:00,21.7,88.6,34.68862275449102,,main,10.0,0.0,15.180799656305911,0.0,0.0,0.0,1.0,1.0,8.0,42.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-14 21:00:00,21.8,88.6,34.68862275449102,,main,0.0,0.0,11.119492664456242,0.0,0.0,0.0,1.0,1.0,8.0,45.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-15 00:00:00,22.0,88.6,34.68862275449102,,main,0.0,0.0,22.238985328911426,0.0,0.0,0.0,1.0,2.0,8.0,48.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-15 03:00:00,22.3,88.6,34.68862275449102,,main,0.0,0.0,33.358477993367664,0.0,0.0,0.0,1.0,2.0,8.0,51.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-15 06:00:00,22.7,88.5,34.68862275449102,,main,0.0,0.0,45.6489345163655,0.0,0.0,0.0,1.0,2.0,8.0,54.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-15 09:00:00,23.0,88.3,34.68862275449102,,main,0.0,0.0,39.15075017336283,0.0,0.0,0.0,1.0,2.0,8.0,57.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-15 12:00:00,23.4,88.2,34.68862275449102,,main,0.0,0.0,45.6370915509719,0.0,0.0,0.0,1.0,2.0,8.0,60.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-15 15:00:00,23.8,88.2,34.68862275449102,,main,0.0,0.0,44.47797065782391,0.0,0.0,0.0,1.0,2.0,8.0,63.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-15 18:00:00,24.2,88.1,34.68862275449102,,main,0.0,0.0,45.6232118190104,0.0,0.0,0.0,1.0,2.0,8.0,66.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-15 21:00:00,24.6,88.1,34.68862275449102,,main,0.0,0.0,44.47797065782391,0.0,0.0,0.0,1.0,2.0,8.0,69.0
1877226N21089,1877,1877,20.0,NI,0,UNNAMED,1877-08-16 00:00:00,24.9,88.1,34.68862275449102,,main,0.0,0.0,33.35847799336732,0.0,0.0,0.0,1.0,3.0,8.0,72.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-18 03:00:00,20.5,90.5,34.68862275449102,,main,148.0,135.0,11.119492664455889,0.0,0.0,0.0,1.0,5.0,8.0,123.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-18 06:00:00,20.6,90.4,34.68862275449102,,main,135.0,124.0,15.233223445615147,0.0,0.0,0.0,1.0,5.0,8.0,126.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-18 09:00:00,20.7,90.4,34.68862275449102,,main,124.0,112.0,11.119492664455889,0.0,0.0,0.0,1.0,5.0,8.0,129.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-18 12:00:00,20.8,90.3,34.68862275449102,,main,112.0,101.0,15.223870825480624,0.0,0.0,0.0,1.0,5.0,8.0,132.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-18 15:00:00,20.9,90.3,34.68862275449102,,main,101.0,89.0,11.119492664455535,0.0,0.0,0.0,1.0,5.0,8.0,135.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-18 18:00:00,21.1,90.2,34.68862275449102,,main,78.0,67.0,24.542539335921862,0.0,0.0,0.0,1.0,5.0,8.0,138.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-18 21:00:00,21.2,90.1,34.68862275449102,,main,67.0,55.0,15.204926162554877,0.0,0.0,0.0,1.0,5.0,8.0,141.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-19 00:00:00,21.3,90.0,34.68862275449102,,main,56.0,35.0,15.20014034504688,0.0,0.0,0.0,1.0,6.0,8.0,144.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-19 03:00:00,21.5,90.0,34.68862275449102,,main,35.0,15.0,22.238985328911777,0.0,0.0,0.0,1.0,6.0,8.0,147.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-19 06:00:00,21.8,89.9,34.68862275449102,,main,10.0,0.0,34.922790490983246,0.0,0.0,0.0,1.0,6.0,8.0,150.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-19 09:00:00,22.0,89.8,34.68862275449102,,main,0.0,0.0,24.51559105927507,0.0,0.0,0.0,1.0,6.0,8.0,153.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-19 12:00:00,22.3,89.7,34.68862275449102,,main,0.0,0.0,34.91209656007083,0.0,0.0,0.0,1.0,6.0,8.0,156.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-19 15:00:00,22.5,89.5,34.68862275449102,,main,0.0,0.0,30.287374724098637,0.0,0.0,0.0,1.0,6.0,8.0,159.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-19 18:00:00,22.8,89.5,34.68862275449102,,main,0.0,0.0,33.358477993367664,0.0,0.0,0.0,1.0,6.0,8.0,162.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-19 21:00:00,23.0,89.4,34.68862275449102,,main,0.0,0.0,24.48456029109865,0.0,0.0,0.0,1.0,6.0,8.0,165.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-20 00:00:00,23.2,89.3,34.68862275449102,,main,0.0,0.0,24.478219471327463,0.0,0.0,0.0,1.0,0.0,8.0,0.0
1877230N20091,1877,1877,21.0,NI,0,UNNAMED,1877-08-20 03:00:00,23.3,89.2,34.68862275449102,,main,0.0,34.57637819525716,15.100323939744284,0.0,0.0,0.0,1.0,0.0,8.0,3.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-29 03:00:00,20.4,88.3,34.68862275449102,,main,134.0,123.0,10.422100045957174,0.0,0.0,0.0,1.0,2.0,8.0,51.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-29 06:00:00,20.5,88.2,34.68862275449102,,main,123.0,111.0,15.23786969245086,0.0,0.0,0.0,1.0,2.0,8.0,54.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-29 09:00:00,20.6,88.2,34.68862275449102,,main,111.0,101.0,11.119492664455889,0.0,0.0,0.0,1.0,2.0,8.0,57.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-29 12:00:00,20.7,88.1,34.68862275449102,,main,101.0,93.0,15.228557143812148,0.0,0.0,0.0,1.0,2.0,8.0,60.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-29 15:00:00,20.8,87.9,34.68862275449102,,main,93.0,83.0,23.58252698411449,0.0,0.0,0.0,1.0,2.0,8.0,63.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-29 18:00:00,20.8,87.8,34.68862275449102,,main,83.0,73.0,10.394787084860171,0.0,0.0,0.0,1.0,2.0,8.0,66.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-29 21:00:00,20.9,87.7,34.68862275449102,,main,73.0,66.0,15.219164529257524,0.0,0.0,0.0,1.0,2.0,8.0,69.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-30 00:00:00,21.0,87.6,34.68862275449102,,main,66.0,44.0,15.214438293980503,0.0,0.0,0.0,1.0,3.0,8.0,72.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-30 03:00:00,21.2,87.4,34.68862275449102,,main,44.0,22.0,30.414614786456625,0.0,0.0,0.0,1.0,3.0,8.0,75.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-30 06:00:00,21.4,87.3,34.68862275449102,,main,22.0,0.0,24.533661241630263,0.0,0.0,0.0,1.0,3.0,8.0,78.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-30 09:00:00,21.6,87.2,34.68862275449102,,main,0.0,0.0,24.527684150454544,0.0,0.0,0.0,1.0,3.0,8.0,81.0
1877241N20088,1877,1877,23.0,NI,0,UNNAMED,1877-08-30 12:00:00,21.8,87.1,34.68862275449102,,main,0.0,0.0,24.52166066983931,0.0,0.0,0.0,1.0,3.0,8.0,84.0
1877249N20088,1877,1877,25.0,NI,0,UNNAMED,1877-09-06 06:00:00,20.0,87.3,34.68862275449102,,main,71.0,71.0,15.260798770232888,0.0,0.0,0.0,1.0,3.0,9.0,78.0
1877249N20088,1877,1877,25.0,NI,0,UNNAMED,1877-09-06 09:00:00,20.0,87.3,34.68862275449102,,main,71.0,56.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,81.0
1877249N20088,1877,1877,25.0,NI,0,UNNAMED,1877-09-06 12:00:00,20.1,87.2,34.68862275449102,,main,56.0,56.0,15.256253368067314,0.0,0.0,0.0,1.0,3.0,9.0,84.0
1877249N20088,1877,1877,25.0,NI,0,UNNAMED,1877-09-06 15:00:00,20.1,87.1,34.68862275449102,,main,56.0,43.0,10.442251490871415,0.0,0.0,0.0,1.0,3.0,9.0,87.0
1877249N20088,1877,1877,25.0,NI,0,UNNAMED,1877-09-06 18:00:00,20.2,87.1,34.68862275449102,,main,43.0,33.0,11.119492664455535,0.0,0.0,0.0,1.0,3.0,9.0,90.0
1877249N20088,1877,1877,25.0,NI,0,UNNAMED,1877-09-06 21:00:00,20.2,87.0,34.68862275449102,,main,33.0,20.0,10.435566124294535,0.0,0.0,0.0,1.0,3.0,9.0,93.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-04 00:00:00,20.2,91.8,34.68862275449102,,main,83.0,70.0,45.68882654300526,0.0,0.0,0.0,1.0,6.0,11.0,144.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-04 03:00:00,20.4,91.8,34.68862275449102,,main,70.0,66.0,22.238985328911777,0.0,0.0,0.0,1.0,6.0,11.0,147.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-04 06:00:00,20.5,91.8,34.68862275449102,,main,66.0,61.0,11.119492664455889,0.0,0.0,0.0,1.0,6.0,11.0,150.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-04 09:00:00,20.6,91.8,34.68862275449102,,main,61.0,56.0,11.119492664455889,0.0,0.0,0.0,1.0,6.0,11.0,153.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-04 12:00:00,20.7,91.8,34.68862275449102,,main,56.0,53.0,11.119492664455889,0.0,0.0,0.0,1.0,6.0,11.0,156.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-04 15:00:00,20.8,91.8,34.68862275449102,,main,53.0,45.0,11.119492664455889,0.0,0.0,0.0,1.0,6.0,11.0,159.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-04 18:00:00,20.9,91.8,34.68862275449102,,main,45.0,33.0,11.119492664455535,0.0,0.0,0.0,1.0,6.0,11.0,162.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-04 21:00:00,21.1,91.8,34.68862275449102,,main,33.0,24.0,22.238985328912133,0.0,0.0,0.0,1.0,6.0,11.0,165.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-05 00:00:00,21.3,91.8,34.68862275449102,,main,24.0,15.0,22.238985328911777,0.0,0.0,0.0,1.0,0.0,11.0,0.0
1877307N18091,1877,1877,34.0,NI,0,UNNAMED,1877-11-05 03:00:00,21.4,91.8,34.68862275449102,,main,15.0,34.57637819525716,11.119492664455535,0.0,0.0,0.0,1.0,0.0,11.0,3.0
1878218N20089,1878,1878,11.0,NI,0,UNNAMED,1878-08-06 03:00:00,20.4,88.2,34.68862275449102,,main,129.0,76.0,33.19424557659034,0.0,0.0,0.0,1.0,1.0,8.0,27.0
1878218N20089,1878,1878,11.0,NI,0,UNNAMED,1878-08-06 06:00:00,20.5,87.7,34.68862275449102,,main,76.0,30.0,53.26706290089278,0.0,0.0,0.0,1.0,1.0,8.0,30.0
1878218N20089,1878,1878,11.0,NI,0,UNNAMED,1878-08-06 09:00:00,20.5,87.2,34.68862275449102,,main,30.0,0.0,52.076577420199285,0.0,0.0,0.0,1.0,1.0,8.0,33.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-20 18:00:00,20.2,89.0,34.68862275449102,,main,156.0,111.0,34.95565610356443,0.0,0.0,0.0,1.0,4.0,9.0,114.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-20 21:00:00,20.7,88.8,34.68862275449102,,main,101.0,67.0,59.37400408718321,0.0,0.0,0.0,1.0,4.0,9.0,117.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-21 00:00:00,21.0,88.7,34.68862275449102,,main,70.0,39.0,34.93948470109183,0.0,0.0,0.0,1.0,5.0,9.0,120.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-21 03:00:00,21.3,88.7,34.68862275449102,,main,39.0,15.0,33.358477993367664,0.0,0.0,0.0,1.0,5.0,9.0,123.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-21 06:00:00,21.5,88.6,34.68862275449102,,main,15.0,10.0,24.530678510855797,0.0,0.0,0.0,1.0,5.0,9.0,126.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-21 09:00:00,21.6,88.6,34.68862275449102,,main,10.0,0.0,11.119492664455889,0.0,0.0,0.0,1.0,5.0,9.0,129.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-21 12:00:00,21.8,88.6,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,5.0,9.0,132.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-21 15:00:00,22.0,88.6,34.68862275449102,,main,0.0,0.0,22.238985328911426,0.0,0.0,0.0,1.0,5.0,9.0,135.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-21 18:00:00,22.2,88.5,34.68862275449102,,main,0.0,0.0,24.509475580426,0.0,0.0,0.0,1.0,5.0,9.0,138.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-21 21:00:00,22.4,88.5,34.68862275449102,,main,0.0,0.0,22.238985328911777,0.0,0.0,0.0,1.0,5.0,9.0,141.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-22 00:00:00,22.6,88.5,34.68862275449102,,main,0.0,0.0,22.238985328912133,0.0,0.0,0.0,1.0,6.0,9.0,144.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-22 03:00:00,22.8,88.5,34.68862275449102,,main,0.0,0.0,22.238985328911426,0.0,0.0,0.0,1.0,6.0,9.0,147.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-22 06:00:00,23.1,88.4,34.68862275449102,,main,0.0,0.0,34.894579147380355,0.0,0.0,0.0,1.0,6.0,9.0,150.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-22 09:00:00,23.4,88.4,34.68862275449102,,main,0.0,0.0,33.35847799336732,0.0,0.0,0.0,1.0,6.0,9.0,153.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-22 12:00:00,23.7,88.4,34.68862275449102,,main,0.0,0.0,33.358477993367664,0.0,0.0,0.0,1.0,6.0,9.0,156.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-22 15:00:00,24.0,88.4,34.68862275449102,,main,0.0,0.0,33.35847799336802,0.0,0.0,0.0,1.0,6.0,9.0,159.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-22 18:00:00,24.3,88.3,34.68862275449102,,main,0.0,0.0,34.86738889703381,0.0,0.0,0.0,1.0,6.0,9.0,162.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-22 21:00:00,24.7,88.3,34.68862275449102,,main,0.0,0.0,44.4779706578232,0.0,0.0,0.0,1.0,6.0,9.0,165.0
1878261N18090,1878,1878,21.0,NI,0,UNNAMED,1878-09-23 00:00:00,25.0,88.3,34.68862275449102,,main,0.0,0.0,33.358477993367664,0.0,0.0,0.0,1.0,0.0,9.0,0.0
1879149N21087,1879,1879,9.0,NI,0,UNNAMED,1879-05-29 03:00:00,20.6,87.3,34.68862275449102,,main,33.0,20.0,10.4085069776032,0.0,0.0,0.0,1.0,3.0,5.0,75.0
